FUNCTION;THREADS;ITEMS;OPS;COMMITS;ABORTS;TIME (s);PROB;;;FUNCTION;THREADS;ITEMS;OPS;COMMITS;ABORTS;TIME (s);PROB;;;FUNCTION;THREADS;ITEMS;OPS;COMMITS;ABORTS;TIME (s);PROB
SEQUENTIAL;8;90;5;4000;594;0.032845;0.8;;;MIXED;8;90;5;4000;941;0.034526;0.8;;;RANDOM;8;90;5;4000;1143;0.032917;0.8
SEQUENTIAL;8;90;5;4000;1813;0.030725;0.6;;;MIXED;8;90;5;4000;2213;0.032822;0.6;;;RANDOM;8;90;5;4000;3665;0.031482;0.6
SEQUENTIAL;8;90;5;4000;1896;0.029144;0.6;;;MIXED;8;90;5;4000;2133;0.032480;0.6;;;RANDOM;8;90;5;4000;3215;0.031068;0.6
SEQUENTIAL;8;90;5;4000;1961;0.031166;0.6;;;MIXED;8;90;5;4000;2158;0.030281;0.6;;;RANDOM;8;90;5;4000;3126;0.031422;0.6
SEQUENTIAL;8;90;5;4000;1728;0.032927;0.6;;;MIXED;8;90;5;4000;1996;0.032885;0.6;;;RANDOM;8;90;5;4000;3402;0.033851;0.6
SEQUENTIAL;8;90;5;4000;1682;0.032462;0.6;;;MIXED;8;90;5;4000;1434;0.035851;0.6;;;RANDOM;8;90;5;4000;2482;0.034077;0.6
SEQUENTIAL;8;90;5;4000;1782;0.029544;0.6;;;MIXED;8;90;5;4000;1887;0.034271;0.6;;;RANDOM;8;90;5;4000;2786;0.036289;0.6
SEQUENTIAL;8;90;5;4000;1785;0.028010;0.6;;;MIXED;8;90;5;4000;2140;0.033353;0.6;;;RANDOM;8;90;5;4000;3075;0.033046;0.6
SEQUENTIAL;8;90;5;4000;1879;0.029390;0.6;;;MIXED;8;90;5;4000;1687;0.033859;0.6;;;RANDOM;8;90;5;4000;3106;0.032585;0.6
SEQUENTIAL;8;90;5;4000;1844;0.032858;0.6;;;MIXED;8;90;5;4000;1898;0.034372;0.6;;;RANDOM;8;90;5;4000;2710;0.032481;0.6
SEQUENTIAL;8;90;5;4000;1908;0.031431;0.6;;;MIXED;8;90;5;4000;2072;0.029835;0.6;;;RANDOM;8;90;5;4000;2959;0.034494;0.6
SEQUENTIAL;8;90;5;4000;2495;0.031860;0.4;;;MIXED;8;90;5;4000;4162;0.035207;0.4;;;RANDOM;8;90;5;4000;9747;0.037679;0.4
SEQUENTIAL;8;90;5;4000;2921;0.031720;0.4;;;MIXED;8;90;5;4000;4432;0.035445;0.4;;;RANDOM;8;90;5;4000;9282;0.038477;0.4
SEQUENTIAL;8;90;5;4000;2682;0.031608;0.4;;;MIXED;8;90;5;4000;4952;0.032293;0.4;;;RANDOM;8;90;5;4000;9367;0.036055;0.4
SEQUENTIAL;8;90;5;4000;3418;0.031889;0.4;;;MIXED;8;90;5;4000;3863;0.034153;0.4;;;RANDOM;8;90;5;4000;8347;0.037287;0.4
SEQUENTIAL;8;90;5;4000;3103;0.034296;0.4;;;MIXED;8;90;5;4000;5149;0.033905;0.4;;;RANDOM;8;90;5;4000;11640;0.037837;0.4
SEQUENTIAL;8;90;5;4000;3071;0.031361;0.4;;;MIXED;8;90;5;4000;4491;0.040465;0.4;;;RANDOM;8;90;5;4000;9940;0.038690;0.4
SEQUENTIAL;8;90;5;4000;3259;0.029522;0.4;;;MIXED;8;90;5;4000;4235;0.037120;0.4;;;RANDOM;8;90;5;4000;10380;0.036925;0.4
SEQUENTIAL;8;90;5;4000;3170;0.034402;0.4;;;MIXED;8;90;5;4000;4492;0.036969;0.4;;;RANDOM;8;90;5;4000;11246;0.041852;0.4
SEQUENTIAL;8;90;5;4000;2853;0.033723;0.4;;;MIXED;8;90;5;4000;4380;0.035077;0.4;;;RANDOM;8;90;5;4000;8180;0.037109;0.4
SEQUENTIAL;8;90;5;4000;3460;0.033179;0.4;;;MIXED;8;90;5;4000;3982;0.032765;0.4;;;RANDOM;8;90;5;4000;8672;0.035893;0.4
SEQUENTIAL;8;90;5;4000;2778;0.028616;0.2;;;MIXED;8;90;5;4000;4919;0.042874;0.2;;;RANDOM;8;90;5;4000;22456;0.043516;0.2
SEQUENTIAL;8;90;5;4000;3846;0.031571;0.2;;;MIXED;8;90;5;4000;6483;0.035465;0.2;;;RANDOM;8;90;5;4000;21703;0.041530;0.2
SEQUENTIAL;8;90;5;4000;2923;0.034869;0.2;;;MIXED;8;90;5;4000;7758;0.038804;0.2;;;RANDOM;8;90;5;4000;25433;0.049310;0.2
SEQUENTIAL;8;90;5;4000;4272;0.032681;0.2;;;MIXED;8;90;5;4000;6972;0.037882;0.2;;;RANDOM;8;90;5;4000;27202;0.048964;0.2
SEQUENTIAL;8;90;5;4000;3684;0.031393;0.2;;;MIXED;8;90;5;4000;5061;0.034159;0.2;;;RANDOM;8;90;5;4000;17059;0.043137;0.2
SEQUENTIAL;8;90;5;4000;3121;0.031357;0.2;;;MIXED;8;90;5;4000;5773;0.037213;0.2;;;RANDOM;8;90;5;4000;17122;0.045857;0.2
SEQUENTIAL;8;90;5;4000;4708;0.028808;0.2;;;MIXED;8;90;5;4000;6793;0.033214;0.2;;;RANDOM;8;90;5;4000;29706;0.049357;0.2
SEQUENTIAL;8;90;5;4000;3586;0.031367;0.2;;;MIXED;8;90;5;4000;4984;0.036310;0.2;;;RANDOM;8;90;5;4000;26285;0.044684;0.2
SEQUENTIAL;8;90;5;4000;4278;0.032913;0.2;;;MIXED;8;90;5;4000;6571;0.037949;0.2;;;RANDOM;8;90;5;4000;20887;0.046577;0.2
SEQUENTIAL;8;90;5;4000;4271;0.031370;0.2;;;MIXED;8;90;5;4000;7196;0.033782;0.2;;;RANDOM;8;90;5;4000;20830;0.041678;0.2
SEQUENTIAL;8;90;5;4000;2028;0.027611;0;;;MIXED;8;90;5;4000;9061;0.038848;0;;;RANDOM;8;90;5;4000;32498;0.049172;0
SEQUENTIAL;8;90;5;4000;3532;0.033879;0;;;MIXED;8;90;5;4000;9042;0.041340;0;;;RANDOM;8;90;5;4000;39372;0.051390;0
SEQUENTIAL;8;90;5;4000;3433;0.032493;0;;;MIXED;8;90;5;4000;11274;0.038560;0;;;RANDOM;8;90;5;4000;32069;0.047050;0
SEQUENTIAL;8;90;5;4000;4272;0.031944;0;;;MIXED;8;90;5;4000;9869;0.036887;0;;;RANDOM;8;90;5;4000;33020;0.047619;0
SEQUENTIAL;8;90;5;4000;4323;0.031845;0;;;MIXED;8;90;5;4000;8477;0.037299;0;;;RANDOM;8;90;5;4000;41348;0.055624;0
SEQUENTIAL;8;90;5;4000;3133;0.030909;0;;;MIXED;8;90;5;4000;9570;0.039150;0;;;RANDOM;8;90;5;4000;38900;0.056733;0
SEQUENTIAL;8;90;5;4000;3399;0.030740;0;;;MIXED;8;90;5;4000;8419;0.036122;0;;;RANDOM;8;90;5;4000;40724;0.052530;0
SEQUENTIAL;8;90;5;4000;3512;0.034073;0;;;MIXED;8;90;5;4000;9482;0.036944;0;;;RANDOM;8;90;5;4000;28477;0.044525;0
SEQUENTIAL;8;90;5;4000;3324;0.028723;0;;;MIXED;8;90;5;4000;10162;0.038194;0;;;RANDOM;8;90;5;4000;36354;0.051511;0
SEQUENTIAL;8;90;5;4000;2549;0.034033;0;;;MIXED;8;90;5;4000;11283;0.039437;0;;;RANDOM;8;90;5;4000;41714;0.052536;0
SEQUENTIAL;8;90;10;4000;0;0.032381;1;;;MIXED;8;90;10;4000;0;0.034006;1;;;RANDOM;8;90;10;4000;0;0.037351;1
SEQUENTIAL;8;90;10;4000;0;0.033237;1;;;MIXED;8;90;10;4000;0;0.035426;1;;;RANDOM;8;90;10;4000;0;0.035414;1
SEQUENTIAL;8;90;10;4000;0;0.030821;1;;;MIXED;8;90;10;4000;0;0.034688;1;;;RANDOM;8;90;10;4000;0;0.033569;1
SEQUENTIAL;8;90;10;4000;0;0.036551;1;;;MIXED;8;90;10;4000;0;0.033264;1;;;RANDOM;8;90;10;4000;0;0.031954;1
SEQUENTIAL;8;90;10;4000;0;0.030349;1;;;MIXED;8;90;10;4000;0;0.034997;1;;;RANDOM;8;90;10;4000;0;0.041129;1
SEQUENTIAL;8;90;10;4000;0;0.033376;1;;;MIXED;8;90;10;4000;0;0.031672;1;;;RANDOM;8;90;10;4000;0;0.037678;1
SEQUENTIAL;8;90;10;4000;0;0.035018;1;;;MIXED;8;90;10;4000;0;0.034676;1;;;RANDOM;8;90;10;4000;0;0.036728;1
SEQUENTIAL;8;90;10;4000;0;0.034638;1;;;MIXED;8;90;10;4000;0;0.037837;1;;;RANDOM;8;90;10;4000;0;0.037089;1
SEQUENTIAL;8;90;10;4000;0;0.034311;1;;;MIXED;8;90;10;4000;0;0.035070;1;;;RANDOM;8;90;10;4000;0;0.038293;1
SEQUENTIAL;8;90;10;4000;0;0.032685;1;;;MIXED;8;90;10;4000;0;0.035952;1;;;RANDOM;8;90;10;4000;0;0.034486;1
SEQUENTIAL;8;90;10;4000;37489;0.071818;0.8;;;MIXED;8;90;10;4000;30516;0.088130;0.8;;;RANDOM;8;90;10;4000;21638;0.060751;0.8
SEQUENTIAL;8;90;10;4000;35368;0.068787;0.8;;;MIXED;8;90;10;4000;31964;0.093468;0.8;;;RANDOM;8;90;10;4000;18641;0.069333;0.8
SEQUENTIAL;8;90;10;4000;38505;0.079926;0.8;;;MIXED;8;90;10;4000;31078;0.089448;0.8;;;RANDOM;8;90;10;4000;18282;0.064814;0.8
SEQUENTIAL;8;90;10;4000;35781;0.078813;0.8;;;MIXED;8;90;10;4000;30957;0.086805;0.8;;;RANDOM;8;90;10;4000;19442;0.060356;0.8
SEQUENTIAL;8;90;10;4000;38989;0.077683;0.8;;;MIXED;8;90;10;4000;28449;0.078830;0.8;;;RANDOM;8;90;10;4000;19854;0.060757;0.8
SEQUENTIAL;8;90;10;4000;38424;0.083012;0.8;;;MIXED;8;90;10;4000;32881;0.088667;0.8;;;RANDOM;8;90;10;4000;17103;0.058801;0.8
SEQUENTIAL;8;90;10;4000;37703;0.067448;0.8;;;MIXED;8;90;10;4000;32814;0.094418;0.8;;;RANDOM;8;90;10;4000;19246;0.061746;0.8
SEQUENTIAL;8;90;10;4000;31169;0.058997;0.8;;;MIXED;8;90;10;4000;31752;0.089858;0.8;;;RANDOM;8;90;10;4000;20559;0.065257;0.8
SEQUENTIAL;8;90;10;4000;32058;0.064394;0.8;;;MIXED;8;90;10;4000;31709;0.090512;0.8;;;RANDOM;8;90;10;4000;16115;0.057520;0.8
SEQUENTIAL;8;90;10;4000;38722;0.075245;0.8;;;MIXED;8;90;10;4000;28124;0.073899;0.8;;;RANDOM;8;90;10;4000;18661;0.059600;0.8
SEQUENTIAL;8;90;10;4000;141970;0.129731;0.6;;;MIXED;8;90;10;4000;159952;0.237170;0.6;;;RANDOM;8;90;10;4000;120199;0.172069;0.6
SEQUENTIAL;8;90;10;4000;152476;0.156076;0.6;;;MIXED;8;90;10;4000;157190;0.250323;0.6;;;RANDOM;8;90;10;4000;107998;0.159411;0.6
SEQUENTIAL;8;90;10;4000;157654;0.173113;0.6;;;MIXED;8;90;10;4000;158360;0.248587;0.6;;;RANDOM;8;90;10;4000;111820;0.168772;0.6
SEQUENTIAL;8;90;10;4000;153437;0.159488;0.6;;;MIXED;8;90;10;4000;162484;0.242621;0.6;;;RANDOM;8;90;10;4000;108959;0.163447;0.6
SEQUENTIAL;8;90;10;4000;147569;0.157190;0.6;;;MIXED;8;90;10;4000;152533;0.219656;0.6;;;RANDOM;8;90;10;4000;108771;0.167066;0.6
SEQUENTIAL;8;90;10;4000;146487;0.140239;0.6;;;MIXED;8;90;10;4000;158274;0.229380;0.6;;;RANDOM;8;90;10;4000;119772;0.180457;0.6
SEQUENTIAL;8;90;10;4000;140484;0.145689;0.6;;;MIXED;8;90;10;4000;158447;0.238506;0.6;;;RANDOM;8;90;10;4000;112634;0.158383;0.6
SEQUENTIAL;8;90;10;4000;149754;0.147525;0.6;;;MIXED;8;90;10;4000;161297;0.258817;0.6;;;RANDOM;8;90;10;4000;118470;0.172957;0.6
SEQUENTIAL;8;90;10;4000;154502;0.166825;0.6;;;MIXED;8;90;10;4000;145620;0.223040;0.6;;;RANDOM;8;90;10;4000;119902;0.179133;0.6
SEQUENTIAL;8;90;10;4000;146507;0.154664;0.6;;;MIXED;8;90;10;4000;161401;0.257603;0.6;;;RANDOM;8;90;10;4000;108883;0.164405;0.6
SEQUENTIAL;8;90;10;4000;181733;0.136656;0.4;;;MIXED;8;90;10;4000;329191;0.392601;0.4;;;RANDOM;8;90;10;4000;254194;0.262701;0.4
SEQUENTIAL;8;90;10;4000;183203;0.146349;0.4;;;MIXED;8;90;10;4000;326466;0.387354;0.4;;;RANDOM;8;90;10;4000;271798;0.277114;0.4
SEQUENTIAL;8;90;10;4000;196681;0.159216;0.4;;;MIXED;8;90;10;4000;316700;0.364936;0.4;;;RANDOM;8;90;10;4000;254019;0.267811;0.4
SEQUENTIAL;8;90;10;4000;189558;0.151070;0.4;;;MIXED;8;90;10;4000;345655;0.389662;0.4;;;RANDOM;8;90;10;4000;274178;0.278182;0.4
SEQUENTIAL;8;90;10;4000;188280;0.145420;0.4;;;MIXED;8;90;10;4000;335195;0.400038;0.4;;;RANDOM;8;90;10;4000;265692;0.285800;0.4
SEQUENTIAL;8;90;10;4000;181911;0.141498;0.4;;;MIXED;8;90;10;4000;324848;0.375620;0.4;;;RANDOM;8;90;10;4000;258072;0.270746;0.4
SEQUENTIAL;8;90;10;4000;189164;0.156171;0.4;;;MIXED;8;90;10;4000;341545;0.400181;0.4;;;RANDOM;8;90;10;4000;265592;0.286098;0.4
SEQUENTIAL;8;90;10;4000;189411;0.153186;0.4;;;MIXED;8;90;10;4000;330315;0.374600;0.4;;;RANDOM;8;90;10;4000;269478;0.294530;0.4
SEQUENTIAL;8;90;10;4000;184445;0.151331;0.4;;;MIXED;8;90;10;4000;346403;0.409466;0.4;;;RANDOM;8;90;10;4000;252445;0.278300;0.4
SEQUENTIAL;8;90;10;4000;184822;0.159287;0.4;;;MIXED;8;90;10;4000;342374;0.398177;0.4;;;RANDOM;8;90;10;4000;261949;0.272164;0.4
SEQUENTIAL;8;90;10;4000;186589;0.110533;0.2;;;MIXED;8;90;10;4000;596342;0.590324;0.2;;;RANDOM;8;90;10;4000;479473;0.410719;0.2
SEQUENTIAL;8;90;10;4000;188134;0.120383;0.2;;;MIXED;8;90;10;4000;596384;0.574704;0.2;;;RANDOM;8;90;10;4000;477945;0.416307;0.2
SEQUENTIAL;8;90;10;4000;190429;0.134378;0.2;;;MIXED;8;90;10;4000;602449;0.554241;0.2;;;RANDOM;8;90;10;4000;464789;0.387143;0.2
SEQUENTIAL;8;90;10;4000;181405;0.116865;0.2;;;MIXED;8;90;10;4000;573819;0.562791;0.2;;;RANDOM;8;90;10;4000;460941;0.391378;0.2
SEQUENTIAL;8;90;10;4000;189092;0.129854;0.2;;;MIXED;8;90;10;4000;584571;0.577590;0.2;;;RANDOM;8;90;10;4000;463114;0.392383;0.2
SEQUENTIAL;8;90;10;4000;185385;0.131804;0.2;;;MIXED;8;90;10;4000;591171;0.568995;0.2;;;RANDOM;8;90;10;4000;464646;0.373356;0.2
SEQUENTIAL;8;90;10;4000;187989;0.127001;0.2;;;MIXED;8;90;10;4000;595290;0.576784;0.2;;;RANDOM;8;90;10;4000;478606;0.416719;0.2
SEQUENTIAL;8;90;10;4000;191645;0.136121;0.2;;;MIXED;8;90;10;4000;581149;0.563322;0.2;;;RANDOM;8;90;10;4000;477696;0.382807;0.2
SEQUENTIAL;8;90;10;4000;188426;0.124726;0.2;;;MIXED;8;90;10;4000;587263;0.578746;0.2;;;RANDOM;8;90;10;4000;475388;0.409009;0.2
SEQUENTIAL;8;90;10;4000;182710;0.111701;0.2;;;MIXED;8;90;10;4000;565847;0.557929;0.2;;;RANDOM;8;90;10;4000;462536;0.393836;0.2
SEQUENTIAL;8;90;10;4000;147683;0.088004;0;;;MIXED;8;90;10;4000;965465;0.804409;0;;;RANDOM;8;90;10;4000;721029;0.530914;0
SEQUENTIAL;8;90;10;4000;148486;0.090441;0;;;MIXED;8;90;10;4000;972377;0.810730;0;;;RANDOM;8;90;10;4000;735607;0.519082;0
SEQUENTIAL;8;90;10;4000;142527;0.094447;0;;;MIXED;8;90;10;4000;958019;0.794279;0;;;RANDOM;8;90;10;4000;799938;0.599038;0
SEQUENTIAL;8;90;10;4000;150599;0.096461;0;;;MIXED;8;90;10;4000;994561;0.840744;0;;;RANDOM;8;90;10;4000;720217;0.528413;0
SEQUENTIAL;8;90;10;4000;147103;0.093527;0;;;MIXED;8;90;10;4000;954616;0.792137;0;;;RANDOM;8;90;10;4000;755217;0.551896;0
SEQUENTIAL;8;90;10;4000;159560;0.099837;0;;;MIXED;8;90;10;4000;985491;0.820867;0;;;RANDOM;8;90;10;4000;687589;0.499383;0
SEQUENTIAL;8;90;10;4000;158438;0.099992;0;;;MIXED;8;90;10;4000;954484;0.808901;0;;;RANDOM;8;90;10;4000;736131;0.544706;0
SEQUENTIAL;8;90;10;4000;160810;0.105715;0;;;MIXED;8;90;10;4000;952498;0.814505;0;;;RANDOM;8;90;10;4000;732140;0.529733;0
SEQUENTIAL;8;90;10;4000;150206;0.099903;0;;;MIXED;8;90;10;4000;976348;0.810386;0;;;RANDOM;8;90;10;4000;744264;0.547546;0
SEQUENTIAL;8;90;10;4000;149329;0.096110;0;;;MIXED;8;90;10;4000;974154;0.811497;0;;;RANDOM;8;90;10;4000;709509;0.496788;0
SEQUENTIAL;10;20;2;4000;0;0.023565;1;;;MIXED;10;20;2;4000;0;0.027171;1;;;RANDOM;10;20;2;4000;0;0.032244;1
SEQUENTIAL;10;20;2;4000;0;0.024154;1;;;MIXED;10;20;2;4000;0;0.030117;1;;;RANDOM;10;20;2;4000;0;0.024154;1
SEQUENTIAL;10;20;2;4000;0;0.028397;1;;;MIXED;10;20;2;4000;0;0.031635;1;;;RANDOM;10;20;2;4000;0;0.026685;1
SEQUENTIAL;10;20;2;4000;0;0.029716;1;;;MIXED;10;20;2;4000;0;0.028528;1;;;RANDOM;10;20;2;4000;0;0.028358;1
SEQUENTIAL;10;20;2;4000;0;0.023072;1;;;MIXED;10;20;2;4000;0;0.025550;1;;;RANDOM;10;20;2;4000;0;0.030074;1
SEQUENTIAL;10;20;2;4000;0;0.025002;1;;;MIXED;10;20;2;4000;0;0.028517;1;;;RANDOM;10;20;2;4000;0;0.032670;1
SEQUENTIAL;10;20;2;4000;0;0.031972;1;;;MIXED;10;20;2;4000;0;0.031460;1;;;RANDOM;10;20;2;4000;0;0.028195;1
SEQUENTIAL;10;20;2;4000;0;0.031310;1;;;MIXED;10;20;2;4000;0;0.028868;1;;;RANDOM;10;20;2;4000;0;0.028127;1
SEQUENTIAL;10;20;2;4000;0;0.028424;1;;;MIXED;10;20;2;4000;0;0.025953;1;;;RANDOM;10;20;2;4000;0;0.030146;1
SEQUENTIAL;10;20;2;4000;0;0.026249;1;;;MIXED;10;20;2;4000;0;0.024601;1;;;RANDOM;10;20;2;4000;0;0.028864;1
SEQUENTIAL;10;20;2;4000;186;0.028841;0.8;;;MIXED;10;20;2;4000;165;0.029435;0.8;;;RANDOM;10;20;2;4000;202;0.028568;0.8
SEQUENTIAL;10;20;2;4000;183;0.025725;0.8;;;MIXED;10;20;2;4000;137;0.034276;0.8;;;RANDOM;10;20;2;4000;189;0.028648;0.8
SEQUENTIAL;10;20;2;4000;180;0.024180;0.8;;;MIXED;10;20;2;4000;162;0.026153;0.8;;;RANDOM;10;20;2;4000;216;0.026909;0.8
SEQUENTIAL;10;20;2;4000;199;0.026492;0.8;;;MIXED;10;20;2;4000;172;0.027257;0.8;;;RANDOM;10;20;2;4000;200;0.026130;0.8
SEQUENTIAL;10;20;2;4000;96;0.024941;0.8;;;MIXED;10;20;2;4000;194;0.023962;0.8;;;RANDOM;10;20;2;4000;170;0.030211;0.8
SEQUENTIAL;10;20;2;4000;179;0.025840;0.8;;;MIXED;10;20;2;4000;161;0.027888;0.8;;;RANDOM;10;20;2;4000;198;0.030441;0.8
SEQUENTIAL;10;20;2;4000;192;0.029646;0.8;;;MIXED;10;20;2;4000;220;0.027484;0.8;;;RANDOM;10;20;2;4000;191;0.028787;0.8
SEQUENTIAL;10;20;2;4000;133;0.030381;0.8;;;MIXED;10;20;2;4000;167;0.027211;0.8;;;RANDOM;10;20;2;4000;188;0.027920;0.8
SEQUENTIAL;10;20;2;4000;239;0.025565;0.8;;;MIXED;10;20;2;4000;185;0.025034;0.8;;;RANDOM;10;20;2;4000;213;0.027144;0.8
SEQUENTIAL;10;20;2;4000;192;0.024947;0.8;;;MIXED;10;20;2;4000;179;0.030074;0.8;;;RANDOM;10;20;2;4000;216;0.030232;0.8
SEQUENTIAL;10;20;2;4000;403;0.025071;0.6;;;MIXED;10;20;2;4000;532;0.030992;0.6;;;RANDOM;10;20;2;4000;451;0.023365;0.6
SEQUENTIAL;10;20;2;4000;381;0.025975;0.6;;;MIXED;10;20;2;4000;451;0.023801;0.6;;;RANDOM;10;20;2;4000;449;0.028440;0.6
SEQUENTIAL;10;20;2;4000;358;0.028564;0.6;;;MIXED;10;20;2;4000;447;0.024497;0.6;;;RANDOM;10;20;2;4000;496;0.025268;0.6
SEQUENTIAL;10;20;2;4000;450;0.026460;0.6;;;MIXED;10;20;2;4000;357;0.027044;0.6;;;RANDOM;10;20;2;4000;503;0.026800;0.6
SEQUENTIAL;10;20;2;4000;375;0.026807;0.6;;;MIXED;10;20;2;4000;444;0.028633;0.6;;;RANDOM;10;20;2;4000;433;0.023709;0.6
SEQUENTIAL;10;20;2;4000;578;0.029077;0.6;;;MIXED;10;20;2;4000;485;0.027391;0.6;;;RANDOM;10;20;2;4000;537;0.025199;0.6
SEQUENTIAL;10;20;2;4000;444;0.027821;0.6;;;MIXED;10;20;2;4000;536;0.029468;0.6;;;RANDOM;10;20;2;4000;335;0.035047;0.6
SEQUENTIAL;10;20;2;4000;517;0.025837;0.6;;;MIXED;10;20;2;4000;492;0.029588;0.6;;;RANDOM;10;20;2;4000;322;0.031999;0.6
SEQUENTIAL;10;20;2;4000;384;0.025665;0.6;;;MIXED;10;20;2;4000;404;0.030620;0.6;;;RANDOM;10;20;2;4000;380;0.028070;0.6
SEQUENTIAL;10;20;2;4000;418;0.026567;0.6;;;MIXED;10;20;2;4000;386;0.024769;0.6;;;RANDOM;10;20;2;4000;576;0.025759;0.6
SEQUENTIAL;10;20;2;4000;617;0.027269;0.4;;;MIXED;10;20;2;4000;742;0.028952;0.4;;;RANDOM;10;20;2;4000;476;0.033464;0.4
SEQUENTIAL;10;20;2;4000;618;0.026197;0.4;;;MIXED;10;20;2;4000;704;0.030899;0.4;;;RANDOM;10;20;2;4000;524;0.028542;0.4
SEQUENTIAL;10;20;2;4000;582;0.026069;0.4;;;MIXED;10;20;2;4000;591;0.028263;0.4;;;RANDOM;10;20;2;4000;1110;0.031703;0.4
SEQUENTIAL;10;20;2;4000;532;0.029377;0.4;;;MIXED;10;20;2;4000;675;0.029852;0.4;;;RANDOM;10;20;2;4000;511;0.031486;0.4
SEQUENTIAL;10;20;2;4000;742;0.026518;0.4;;;MIXED;10;20;2;4000;829;0.027048;0.4;;;RANDOM;10;20;2;4000;736;0.029421;0.4
SEQUENTIAL;10;20;2;4000;710;0.030109;0.4;;;MIXED;10;20;2;4000;633;0.027295;0.4;;;RANDOM;10;20;2;4000;606;0.026198;0.4
SEQUENTIAL;10;20;2;4000;661;0.027408;0.4;;;MIXED;10;20;2;4000;685;0.028197;0.4;;;RANDOM;10;20;2;4000;649;0.024731;0.4
SEQUENTIAL;10;20;2;4000;687;0.025903;0.4;;;MIXED;10;20;2;4000;706;0.027441;0.4;;;RANDOM;10;20;2;4000;754;0.028707;0.4
SEQUENTIAL;10;20;2;4000;1140;0.028984;0.4;;;MIXED;10;20;2;4000;757;0.030900;0.4;;;RANDOM;10;20;2;4000;680;0.024826;0.4
SEQUENTIAL;10;20;2;4000;717;0.025383;0.4;;;MIXED;10;20;2;4000;549;0.034575;0.4;;;RANDOM;10;20;2;4000;575;0.033945;0.4
SEQUENTIAL;10;20;2;4000;1024;0.026979;0.2;;;MIXED;10;20;2;4000;1105;0.028254;0.2;;;RANDOM;10;20;2;4000;781;0.025297;0.2
SEQUENTIAL;10;20;2;4000;841;0.024135;0.2;;;MIXED;10;20;2;4000;1198;0.027485;0.2;;;RANDOM;10;20;2;4000;915;0.026423;0.2
SEQUENTIAL;10;20;2;4000;872;0.027029;0.2;;;MIXED;10;20;2;4000;989;0.030802;0.2;;;RANDOM;10;20;2;4000;1214;0.025459;0.2
SEQUENTIAL;10;20;2;4000;1000;0.026472;0.2;;;MIXED;10;20;2;4000;986;0.027941;0.2;;;RANDOM;10;20;2;4000;806;0.023797;0.2
SEQUENTIAL;10;20;2;4000;919;0.024663;0.2;;;MIXED;10;20;2;4000;1225;0.024982;0.2;;;RANDOM;10;20;2;4000;988;0.026080;0.2
SEQUENTIAL;10;20;2;4000;843;0.027287;0.2;;;MIXED;10;20;2;4000;1297;0.026142;0.2;;;RANDOM;10;20;2;4000;980;0.027464;0.2
SEQUENTIAL;10;20;2;4000;903;0.026101;0.2;;;MIXED;10;20;2;4000;1051;0.026461;0.2;;;RANDOM;10;20;2;4000;899;0.030433;0.2
SEQUENTIAL;10;20;2;4000;958;0.028256;0.2;;;MIXED;10;20;2;4000;977;0.027140;0.2;;;RANDOM;10;20;2;4000;851;0.029483;0.2
SEQUENTIAL;10;20;2;4000;1079;0.027581;0.2;;;MIXED;10;20;2;4000;897;0.029737;0.2;;;RANDOM;10;20;2;4000;1029;0.027578;0.2
SEQUENTIAL;10;20;2;4000;958;0.033460;0.2;;;MIXED;10;20;2;4000;647;0.031055;0.2;;;RANDOM;10;20;2;4000;803;0.030128;0.2
SEQUENTIAL;10;20;2;4000;503;0.024421;0;;;MIXED;10;20;2;4000;1365;0.032860;0;;;RANDOM;10;20;2;4000;1073;0.024957;0
SEQUENTIAL;10;20;2;4000;978;0.026862;0;;;MIXED;10;20;2;4000;1509;0.023317;0;;;RANDOM;10;20;2;4000;978;0.026742;0
SEQUENTIAL;10;20;2;4000;1037;0.028400;0;;;MIXED;10;20;2;4000;1257;0.027276;0;;;RANDOM;10;20;2;4000;1136;0.028023;0
SEQUENTIAL;10;20;2;4000;906;0.026270;0;;;MIXED;10;20;2;4000;1071;0.023349;0;;;RANDOM;10;20;2;4000;1273;0.029684;0
SEQUENTIAL;10;20;2;4000;1048;0.025615;0;;;MIXED;10;20;2;4000;1227;0.026888;0;;;RANDOM;10;20;2;4000;1265;0.026964;0
SEQUENTIAL;10;20;2;4000;923;0.034268;0;;;MIXED;10;20;2;4000;1212;0.027211;0;;;RANDOM;10;20;2;4000;899;0.034050;0
SEQUENTIAL;10;20;2;4000;1375;0.025752;0;;;MIXED;10;20;2;4000;1454;0.025324;0;;;RANDOM;10;20;2;4000;1428;0.027457;0
SEQUENTIAL;10;20;2;4000;1104;0.026754;0;;;MIXED;10;20;2;4000;1351;0.028797;0;;;RANDOM;10;20;2;4000;1051;0.033466;0
SEQUENTIAL;10;20;2;4000;1034;0.026497;0;;;MIXED;10;20;2;4000;1437;0.026399;0;;;RANDOM;10;20;2;4000;1218;0.026886;0
SEQUENTIAL;10;20;2;4000;1125;0.033192;0;;;MIXED;10;20;2;4000;1269;0.027143;0;;;RANDOM;10;20;2;4000;1180;0.025669;0
SEQUENTIAL;10;20;5;4000;0;0.030004;1;;;MIXED;10;20;5;4000;0;0.029153;1;;;RANDOM;10;20;5;4000;0;0.031468;1
SEQUENTIAL;10;20;5;4000;0;0.028667;1;;;MIXED;10;20;5;4000;0;0.027788;1;;;RANDOM;10;20;5;4000;0;0.030332;1
